INFRACCIONES,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,2.0,1.0,5.0,5.0,0.0,0.0,6.0,3.0,2.0,3.0,3.0,
    1.2.-Lesiones,924.0,741.0,992.0,935.0,972.0,957.0,895.0,966.0,1063.0,1214.0,1215.0,1121.0,
    1.3.-Malos tratos ámbito familiar,740.0,559.0,584.0,570.0,595.0,554.0,536.0,539.0,512.0,529.0,531.0,523.0,
    1.4.-Otros contra las personas,38.0,45.0,59.0,54.0,12.0,8.0,811.0,1461.0,1626.0,1559.0,1588.0,1531.0,
    2. CONTRA LA LIBERTAD,1408.0,1176.0,1137.0,1195.0,1098.0,1057.0,672.0,213.0,252.0,253.0,271.0,259.0,
    2.1.-Malos tratos habituales en el ámbito familiar,79.0,81.0,97.0,110.0,80.0,93.0,93.0,75.0,85.0,93.0,98.0,107.0,
    2.2.-Otros contra la libertad,1329.0,1095.0,1040.0,1085.0,1018.0,964.0,579.0,138.0,167.0,160.0,173.0,152.0,
    3. LIBERTAD SEXUAL,126.0,109.0,105.0,91.0,60.0,58.0,54.0,44.0,64.0,81.0,67.0,63.0,
    3.1.-Agresión sexual,10.0,17.0,14.0,11.0,8.0,9.0,10.0,8.0,15.0,17.0,19.0,17.0,
    3.2.-Agresión sexual con penetración,24.0,12.0,11.0,14.0,7.0,3.0,8.0,9.0,9.0,14.0,12.0,6.0,
    3.3.-Corrupción de menores o incapacitados,5.0,4.0,1.0,0.0,4.0,2.0,5.0,2.0,3.0,2.0,0.0,2.0,
    3.4.-Pornografía de menores,11.0,7.0,7.0,11.0,3.0,11.0,4.0,0.0,5.0,6.0,5.0,5.0,
    3.5.-Otros contra la libertad e indemnidad sexual,76.0,69.0,72.0,55.0,38.0,33.0,27.0,25.0,32.0,42.0,31.0,33.0,
    4. RELACIONES FAMILIARES,56.0,41.0,71.0,51.0,99.0,78.0,95.0,83.0,109.0,109.0,99.0,93.0,
    5. PATRIMONIO,13461.0,11369.0,13899.0,13308.0,12676.0,12711.0,13499.0,14535.0,15323.0,15584.0,14617.0,15425.0,
    5.1.-Hurtos,3409.0,2789.0,4650.0,4971.0,5356.0,5582.0,6305.0,7118.0,7844.0,7621.0,7354.0,7937.0,
    5.2.-Robos con fuerza en las cosas,1806.0,1565.0,2126.0,2136.0,2140.0,2249.0,2302.0,2643.0,2873.0,3059.0,2528.0,2993.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,561.0,540.0,453.0,431.0,349.0,369.0,441.0,632.0,545.0,534.0,541.0,652.0,
    5.2.2.-Robos con fuerza en viviendas,557.0,399.0,594.0,686.0,631.0,655.0,627.0,795.0,789.0,875.0,424.0,565.0,
    5.2.3.-Robos con fuerza en establecimientos,298.0,277.0,483.0,431.0,475.0,482.0,464.0,446.0,599.0,582.0,491.0,506.0,
    5.3.-Robos con violencia o intimidación,136.0,94.0,144.0,131.0,115.0,107.0,136.0,156.0,196.0,280.0,271.0,301.0,
    5.3.1.-Robos con violencia en vía pública,61.0,55.0,88.0,71.0,70.0,55.0,82.0,95.0,122.0,155.0,173.0,180.0,
    5.3.2.-Robos con violencia en viviendas,19.0,7.0,10.0,13.0,8.0,9.0,24.0,18.0,27.0,37.0,26.0,23.0,
    5.3.3.-Robos con violencia en establecimientos,37.0,16.0,20.0,32.0,20.0,28.0,23.0,29.0,27.0,46.0,33.0,64.0,
    5.4.-Sustracción de vehículos,140.0,96.0,141.0,131.0,127.0,212.0,186.0,170.0,178.0,193.0,220.0,332.0,
    5.5.-Estafas,4904.0,4478.0,3780.0,3231.0,2249.0,1848.0,1616.0,1527.0,1290.0,1308.0,1177.0,876.0,
    5.5.1.-Estafas informáticas,3872.0,3641.0,2029.0,913.0,730.0,584.0,420.0,500.0,381.0,347.0,254.0,237.0,
    5.6.-Daños,2523.0,1947.0,2552.0,2241.0,2365.0,2380.0,2500.0,2458.0,2529.0,2737.0,2755.0,2803.0,
    5.7.-Contra la propiedad intelectual/industrial,5.0,4.0,3.0,11.0,4.0,8.0,7.0,10.0,8.0,13.0,19.0,11.0,
    5.8.-Blanqueo de capitales,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,
    5.9.-Otros contra el patrimonio,537.0,394.0,501.0,456.0,320.0,324.0,447.0,453.0,403.0,373.0,293.0,172.0,
    6. SEGURIDAD COLECTIVA,445.0,349.0,438.0,384.0,317.0,376.0,390.0,462.0,597.0,609.0,629.0,541.0,
    6.1.-Tráfico de drogas,80.0,67.0,55.0,52.0,29.0,70.0,47.0,53.0,74.0,59.0,82.0,71.0,
    6.2.-Contra la seguridad vial,351.0,278.0,374.0,318.0,275.0,294.0,337.0,406.0,515.0,542.0,539.0,448.0,
    6.3.-Otros contra la seguridad colectiva,14.0,4.0,9.0,14.0,13.0,12.0,6.0,3.0,8.0,8.0,8.0,22.0,
    7. FALSEDADES,279.0,188.0,138.0,124.0,132.0,128.0,105.0,91.0,90.0,77.0,90.0,69.0,
    8. ADMÓN. PÚBLICA,10.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,
    9. ADMÓN. JUSTICIA,257.0,172.0,218.0,230.0,237.0,204.0,231.0,191.0,199.0,265.0,278.0,286.0,
    10. ORDEN PÚBLICO,178.0,159.0,129.0,126.0,116.0,108.0,202.0,241.0,287.0,323.0,360.0,326.0,
    11. LEGISLACIÓN ESPECIAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    12. OTRAS INFRACCIONES PENALES,141.0,113.0,112.0,89.0,104.0,92.0,82.0,81.0,62.0,57.0,62.0,64.0,
    TOTAL INFRACCIONES PENALES,18073.0,15030.0,17888.0,17166.0,16434.0,16334.0,17573.0,18919.0,20192.0,20666.0,19816.0,20311.0,
Bizkaia,
    1. CONTRA LAS PERSONAS,3386.0,3064.0,3908.0,3597.0,3594.0,3039.0,5225.0,7160.0,7348.0,7401.0,7517.0,6945.0,
    1.1.-Homicidios dolosos/asesinatos,26.0,30.0,22.0,25.0,18.0,18.0,33.0,21.0,23.0,19.0,28.0,21.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,8.0,4.0,4.0,3.0,3.0,7.0,8.0,7.0,7.0,6.0,5.0,
    1.2.-Lesiones,2346.0,2034.0,2713.0,2670.0,2699.0,2401.0,2460.0,2615.0,2741.0,2972.0,3062.0,2849.0,
    1.3.-Malos tratos ámbito familiar,823.0,772.0,919.0,654.0,633.0,369.0,435.0,366.0,430.0,372.0,430.0,386.0,
    1.4.-Otros contra las personas,191.0,228.0,254.0,248.0,244.0,251.0,2297.0,4158.0,4154.0,4038.0,3997.0,3689.0,
    2. CONTRA LA LIBERTAD,4435.0,4407.0,4450.0,4523.0,4421.0,4494.0,3647.0,2815.0,2666.0,2759.0,2685.0,2409.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1564.0,1668.0,1561.0,1685.0,1533.0,1807.0,1851.0,1940.0,1841.0,1830.0,1745.0,1622.0,
    2.2.-Otros contra la libertad,2871.0,2739.0,2889.0,2838.0,2888.0,2687.0,1796.0,875.0,825.0,929.0,940.0,787.0,
    3. LIBERTAD SEXUAL,363.0,327.0,361.0,316.0,274.0,222.0,230.0,215.0,242.0,199.0,246.0,237.0,
    3.1.-Agresión sexual,39.0,42.0,44.0,33.0,50.0,52.0,64.0,52.0,79.0,52.0,79.0,70.0,
    3.2.-Agresión sexual con penetración,69.0,48.0,73.0,58.0,51.0,24.0,23.0,26.0,23.0,36.0,22.0,21.0,
    3.3.-Corrupción de menores o incapacitados,6.0,12.0,4.0,3.0,2.0,3.0,9.0,8.0,5.0,9.0,6.0,6.0,
    3.4.-Pornografía de menores,11.0,19.0,21.0,23.0,28.0,24.0,18.0,11.0,11.0,24.0,26.0,47.0,
    3.5.-Otros contra la libertad e indemnidad sexual,238.0,206.0,219.0,199.0,143.0,119.0,116.0,118.0,124.0,78.0,113.0,93.0,
    4. RELACIONES FAMILIARES,70.0,88.0,90.0,137.0,124.0,117.0,203.0,258.0,352.0,319.0,253.0,241.0,
    5. PATRIMONIO,36873.0,33168.0,44050.0,41618.0,37546.0,37693.0,36861.0,37667.0,39430.0,39489.0,36393.0,37214.0,
    5.1.-Hurtos,14461.0,11678.0,20124.0,19241.0,17507.0,18214.0,17321.0,17425.0,17608.0,16822.0,15124.0,15197.0,
    5.2.-Robos con fuerza en las cosas,6092.0,5145.0,7269.0,7253.0,7328.0,7507.0,7559.0,9121.0,10342.0,9391.0,9499.0,10849.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,18.0,15.0,17.0,10.0,14.0,11.0,14.0,21.0,18.0,28.0,23.0,29.0,
    5.2.2.-Robos con fuerza en viviendas,2747.0,2187.0,3276.0,2746.0,2224.0,2261.0,2421.0,3503.0,3448.0,2876.0,2902.0,2336.0,
    5.2.3.-Robos con fuerza en establecimientos,836.0,596.0,1311.0,1690.0,1605.0,1594.0,1412.0,1366.0,1276.0,1346.0,1276.0,1470.0,
    5.3.-Robos con violencia o intimidación,1009.0,722.0,1206.0,1262.0,1302.0,1475.0,1427.0,1583.0,2166.0,2948.0,1993.0,2045.0,
    5.3.1.-Robos con violencia en vía pública,714.0,511.0,802.0,858.0,902.0,1025.0,934.0,1081.0,1386.0,1974.0,1360.0,1449.0,
    5.3.2.-Robos con violencia en viviendas,52.0,63.0,67.0,116.0,100.0,116.0,167.0,148.0,258.0,431.0,219.0,157.0,
    5.3.3.-Robos con violencia en establecimientos,152.0,82.0,204.0,173.0,145.0,149.0,154.0,170.0,255.0,251.0,243.0,261.0,
    5.4.-Sustracción de vehículos,418.0,403.0,528.0,583.0,569.0,621.0,507.0,370.0,420.0,479.0,520.0,639.0,
    5.5.-Estafas,9677.0,10589.0,9192.0,7891.0,5606.0,4866.0,4530.0,3663.0,3245.0,3281.0,2695.0,1604.0,
    5.5.1.-Estafas informáticas,395.0,586.0,261.0,151.0,150.0,81.0,64.0,76.0,89.0,111.0,82.0,85.0,
    5.6.-Daños,4191.0,3780.0,4724.0,4322.0,4487.0,4292.0,4487.0,4674.0,4829.0,5789.0,5841.0,6290.0,
    5.7.-Contra la propiedad intelectual/industrial,5.0,6.0,6.0,6.0,5.0,5.0,12.0,8.0,3.0,15.0,7.0,11.0,
    5.8.-Blanqueo de capitales,2.0,3.0,5.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,
    5.9.-Otros contra el patrimonio,1018.0,842.0,996.0,1059.0,737.0,711.0,1017.0,823.0,817.0,763.0,709.0,578.0,
    6. SEGURIDAD COLECTIVA,1472.0,1131.0,1329.0,1262.0,1229.0,1123.0,1105.0,1232.0,1374.0,1536.0,1625.0,1469.0,
    6.1.-Tráfico de drogas,201.0,210.0,171.0,144.0,157.0,167.0,178.0,208.0,199.0,206.0,216.0,230.0,
    6.2.-Contra la seguridad vial,1151.0,835.0,1020.0,990.0,917.0,858.0,890.0,979.0,1152.0,1300.0,1378.0,1213.0,
    6.3.-Otros contra la seguridad colectiva,120.0,86.0,138.0,128.0,155.0,98.0,37.0,45.0,23.0,30.0,31.0,26.0,
    7. FALSEDADES,755.0,565.0,670.0,593.0,558.0,537.0,544.0,439.0,389.0,348.0,394.0,276.0,
    8. ADMÓN. PÚBLICA,5.0,8.0,8.0,5.0,10.0,6.0,14.0,11.0,12.0,10.0,13.0,11.0,
    9. ADMÓN. JUSTICIA,730.0,790.0,820.0,849.0,817.0,854.0,778.0,803.0,795.0,785.0,759.0,653.0,
    10. ORDEN PÚBLICO,691.0,844.0,519.0,415.0,387.0,443.0,498.0,750.0,889.0,1044.0,1006.0,1246.0,
    11. LEGISLACIÓN ESPECIAL,1.0,6.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,1.0,
    12. OTRAS INFRACCIONES PENALES,286.0,291.0,301.0,340.0,307.0,347.0,351.0,245.0,229.0,254.0,248.0,265.0,
    TOTAL INFRACCIONES PENALES,49067.0,44689.0,56509.0,53655.0,49268.0,48876.0,49457.0,51597.0,53731.0,54144.0,51140.0,50967.0,
Zamora,
    1. CONTRA LAS PERSONAS,487.0,435.0,499.0,541.0,511.0,469.0,661.0,819.0,720.0,865.0,890.0,810.0,
    1.1.-Homicidios dolosos/asesinatos,1.0,5.0,7.0,3.0,3.0,0.0,0.0,4.0,5.0,5.0,4.0,3.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,
    1.2.-Lesiones,232.0,194.0,259.0,316.0,316.0,311.0,309.0,294.0,276.0,368.0,361.0,340.0,
    1.3.-Malos tratos ámbito familiar,224.0,215.0,186.0,215.0,188.0,153.0,163.0,183.0,174.0,183.0,186.0,164.0,
    1.4.-Otros contra las personas,30.0,21.0,47.0,7.0,4.0,5.0,189.0,338.0,265.0,309.0,339.0,303.0,
    2. CONTRA LA LIBERTAD,394.0,379.0,335.0,341.0,331.0,348.0,184.0,56.0,33.0,43.0,36.0,52.0,
    2.1.-Malos tratos habituales en el ámbito familiar,19.0,30.0,25.0,20.0,12.0,21.0,19.0,13.0,4.0,10.0,6.0,22.0,
    2.2.-Otros contra la libertad,375.0,349.0,310.0,321.0,319.0,327.0,165.0,43.0,29.0,33.0,30.0,30.0,
    3. LIBERTAD SEXUAL,36.0,17.0,46.0,38.0,24.0,16.0,19.0,18.0,11.0,13.0,18.0,15.0,
    3.1.-Agresión sexual,4.0,1.0,7.0,9.0,4.0,2.0,7.0,4.0,5.0,2.0,4.0,5.0,
    3.2.-Agresión sexual con penetración,4.0,1.0,6.0,7.0,4.0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,
    3.3.-Corrupción de menores o incapacitados,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,
    3.4.-Pornografía de menores,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,26.0,13.0,28.0,16.0,14.0,11.0,7.0,12.0,4.0,6.0,12.0,7.0,
    4. RELACIONES FAMILIARES,13.0,10.0,8.0,4.0,7.0,6.0,9.0,15.0,10.0,6.0,7.0,4.0,
    5. PATRIMONIO,3083.0,2765.0,3230.0,3156.0,3286.0,3201.0,3197.0,3123.0,3306.0,3424.0,3003.0,2703.0,
    5.1.-Hurtos,826.0,698.0,1098.0,1031.0,1219.0,1252.0,1347.0,1240.0,1459.0,1529.0,1312.0,1090.0,
    5.2.-Robos con fuerza en las cosas,456.0,434.0,574.0,625.0,722.0,678.0,657.0,710.0,792.0,881.0,753.0,752.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,103.0,63.0,110.0,88.0,83.0,78.0,101.0,92.0,144.0,115.0,74.0,93.0,
    5.2.2.-Robos con fuerza en viviendas,143.0,124.0,155.0,215.0,209.0,173.0,192.0,266.0,210.0,197.0,149.0,165.0,
    5.2.3.-Robos con fuerza en establecimientos,89.0,105.0,133.0,116.0,175.0,190.0,155.0,114.0,154.0,204.0,193.0,205.0,
    5.3.-Robos con violencia o intimidación,24.0,18.0,40.0,35.0,41.0,36.0,56.0,60.0,62.0,77.0,63.0,62.0,
    5.3.1.-Robos con violencia en vía pública,13.0,5.0,17.0,15.0,17.0,20.0,36.0,33.0,38.0,46.0,31.0,33.0,
    5.3.2.-Robos con violencia en viviendas,3.0,4.0,6.0,6.0,7.0,6.0,7.0,9.0,11.0,6.0,9.0,7.0,
    5.3.3.-Robos con violencia en establecimientos,5.0,3.0,11.0,11.0,7.0,7.0,7.0,13.0,7.0,11.0,18.0,18.0,
    5.4.-Sustracción de vehículos,25.0,18.0,35.0,22.0,48.0,63.0,74.0,70.0,64.0,63.0,76.0,92.0,
    5.5.-Estafas,971.0,969.0,771.0,698.0,587.0,491.0,441.0,335.0,248.0,227.0,164.0,164.0,
    5.5.1.-Estafas informáticas,678.0,702.0,521.0,283.0,188.0,132.0,121.0,91.0,66.0,52.0,33.0,44.0,
    5.6.-Daños,628.0,536.0,608.0,626.0,585.0,601.0,527.0,594.0,563.0,562.0,562.0,484.0,
    5.7.-Contra la propiedad intelectual/industrial,6.0,4.0,10.0,12.0,11.0,14.0,9.0,9.0,9.0,13.0,9.0,5.0,
    5.8.-Blanqueo de capitales,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,147.0,88.0,94.0,106.0,73.0,65.0,86.0,105.0,109.0,72.0,64.0,53.0,
    6. SEGURIDAD COLECTIVA,282.0,232.0,235.0,272.0,200.0,202.0,216.0,279.0,297.0,390.0,467.0,534.0,
    6.1.-Tráfico de drogas,54.0,40.0,43.0,62.0,33.0,29.0,28.0,41.0,27.0,28.0,23.0,11.0,
    6.2.-Contra la seguridad vial,214.0,179.0,183.0,199.0,156.0,165.0,176.0,233.0,265.0,351.0,437.0,492.0,
    6.3.-Otros contra la seguridad colectiva,14.0,13.0,9.0,11.0,11.0,8.0,12.0,5.0,5.0,11.0,7.0,31.0,
    7. FALSEDADES,114.0,43.0,49.0,50.0,55.0,54.0,44.0,44.0,43.0,32.0,21.0,43.0,
    8. ADMÓN. PÚBLICA,3.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,
    9. ADMÓN. JUSTICIA,121.0,122.0,89.0,99.0,68.0,67.0,78.0,67.0,61.0,78.0,55.0,80.0,
    10. ORDEN PÚBLICO,66.0,93.0,52.0,54.0,46.0,38.0,65.0,88.0,99.0,101.0,114.0,73.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    12. OTRAS INFRACCIONES PENALES,30.0,48.0,34.0,35.0,26.0,39.0,24.0,14.0,7.0,7.0,10.0,5.0,
    TOTAL INFRACCIONES PENALES,4629.0,4146.0,4580.0,4591.0,4557.0,4440.0,4498.0,4526.0,4590.0,4960.0,4621.0,4321.0,
Zaragoza,
    1. CONTRA LAS PERSONAS,3590.0,3288.0,3802.0,3504.0,3336.0,3199.0,3798.0,4767.0,4990.0,4682.0,5343.0,5171.0,
    1.1.-Homicidios dolosos/asesinatos,12.0,28.0,10.0,11.0,11.0,22.0,19.0,16.0,10.0,14.0,9.0,20.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,4.0,2.0,4.0,7.0,2.0,8.0,6.0,5.0,6.0,6.0,5.0,9.0,
    1.2.-Lesiones,1678.0,1394.0,1856.0,1682.0,1641.0,1573.0,1568.0,1731.0,1811.0,1713.0,1926.0,1988.0,
    1.3.-Malos tratos ámbito familiar,1804.0,1798.0,1864.0,1712.0,1635.0,1570.0,1415.0,1451.0,1425.0,1302.0,1603.0,1219.0,
    1.4.-Otros contra las personas,96.0,68.0,72.0,99.0,49.0,34.0,796.0,1569.0,1744.0,1653.0,1805.0,1944.0,
    2. CONTRA LA LIBERTAD,2103.0,1896.0,1777.0,1704.0,1613.0,1691.0,1088.0,754.0,740.0,725.0,861.0,787.0,
    2.1.-Malos tratos habituales en el ámbito familiar,190.0,196.0,210.0,189.0,162.0,168.0,223.0,286.0,302.0,271.0,370.0,337.0,
    2.2.-Otros contra la libertad,1913.0,1700.0,1567.0,1515.0,1451.0,1523.0,865.0,468.0,438.0,454.0,491.0,450.0,
    3. LIBERTAD SEXUAL,326.0,225.0,239.0,291.0,228.0,238.0,216.0,178.0,183.0,190.0,235.0,265.0,
    3.1.-Agresión sexual,44.0,28.0,41.0,58.0,29.0,36.0,34.0,35.0,45.0,39.0,69.0,68.0,
    3.2.-Agresión sexual con penetración,41.0,29.0,19.0,31.0,24.0,18.0,23.0,18.0,28.0,26.0,37.0,42.0,
    3.3.-Corrupción de menores o incapacitados,12.0,10.0,11.0,10.0,9.0,15.0,21.0,16.0,14.0,6.0,13.0,6.0,
    3.4.-Pornografía de menores,19.0,8.0,12.0,20.0,12.0,6.0,13.0,13.0,7.0,16.0,23.0,23.0,
    3.5.-Otros contra la libertad e indemnidad sexual,210.0,150.0,156.0,172.0,154.0,163.0,125.0,96.0,89.0,103.0,93.0,126.0,
    4. RELACIONES FAMILIARES,130.0,133.0,144.0,159.0,143.0,133.0,134.0,193.0,143.0,125.0,126.0,122.0,
    5. PATRIMONIO,24107.0,20380.0,25970.0,24670.0,23254.0,23487.0,23531.0,24030.0,25754.0,29354.0,31660.0,33270.0,
    5.1.-Hurtos,7663.0,5765.0,8985.0,9143.0,9273.0,10069.0,10219.0,10422.0,11486.0,13740.0,14716.0,14860.0,
    5.2.-Robos con fuerza en las cosas,3454.0,2976.0,4403.0,4094.0,4061.0,4379.0,4317.0,4606.0,5450.0,6069.0,6895.0,7904.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,886.0,753.0,1562.0,1124.0,1172.0,1246.0,1200.0,1058.0,1223.0,1618.0,2290.0,1895.0,
    5.2.2.-Robos con fuerza en viviendas,1044.0,913.0,1278.0,1366.0,1409.0,1529.0,1469.0,1490.0,1714.0,1750.0,1303.0,1756.0,
    5.2.3.-Robos con fuerza en establecimientos,557.0,637.0,581.0,577.0,560.0,491.0,493.0,621.0,807.0,991.0,782.0,1271.0,
    5.3.-Robos con violencia o intimidación,912.0,728.0,974.0,866.0,748.0,843.0,762.0,814.0,1116.0,1367.0,1477.0,1531.0,
    5.3.1.-Robos con violencia en vía pública,619.0,522.0,701.0,608.0,497.0,583.0,501.0,546.0,743.0,917.0,942.0,1052.0,
    5.3.2.-Robos con violencia en viviendas,41.0,34.0,36.0,46.0,50.0,64.0,53.0,74.0,72.0,116.0,107.0,96.0,
    5.3.3.-Robos con violencia en establecimientos,166.0,116.0,178.0,135.0,134.0,113.0,134.0,122.0,189.0,204.0,236.0,235.0,
    5.4.-Sustracción de vehículos,199.0,158.0,217.0,240.0,333.0,325.0,297.0,327.0,409.0,475.0,694.0,834.0,
    5.5.-Estafas,6887.0,6518.0,6264.0,5421.0,3822.0,3023.0,2812.0,2491.0,1939.0,2117.0,1832.0,1568.0,
    5.5.1.-Estafas informáticas,5621.0,5407.0,3618.0,2511.0,1466.0,1114.0,1120.0,1169.0,754.0,827.0,509.0,447.0,
    5.6.-Daños,4085.0,3434.0,4084.0,3821.0,4099.0,4060.0,4229.0,4521.0,4648.0,5076.0,5579.0,6073.0,
    5.7.-Contra la propiedad intelectual/industrial,18.0,18.0,30.0,14.0,12.0,20.0,39.0,56.0,62.0,52.0,62.0,96.0,
    5.8.-Blanqueo de capitales,4.0,10.0,2.0,2.0,2.0,6.0,4.0,3.0,6.0,5.0,6.0,2.0,
    5.9.-Otros contra el patrimonio,885.0,773.0,1011.0,1069.0,904.0,762.0,852.0,790.0,638.0,453.0,399.0,402.0,
    6. SEGURIDAD COLECTIVA,855.0,659.0,778.0,741.0,674.0,624.0,664.0,755.0,785.0,858.0,1012.0,830.0,
    6.1.-Tráfico de drogas,327.0,245.0,265.0,255.0,214.0,184.0,221.0,222.0,271.0,191.0,236.0,226.0,
    6.2.-Contra la seguridad vial,507.0,393.0,481.0,437.0,407.0,381.0,377.0,421.0,447.0,525.0,628.0,450.0,
    6.3.-Otros contra la seguridad colectiva,21.0,21.0,32.0,49.0,53.0,59.0,66.0,112.0,67.0,142.0,148.0,154.0,
    7. FALSEDADES,435.0,401.0,323.0,312.0,241.0,243.0,200.0,210.0,260.0,265.0,289.0,257.0,
    8. ADMÓN. PÚBLICA,5.0,8.0,2.0,5.0,5.0,8.0,8.0,5.0,18.0,2.0,16.0,4.0,
    9. ADMÓN. JUSTICIA,523.0,523.0,630.0,561.0,496.0,473.0,575.0,678.0,484.0,480.0,475.0,480.0,
    10. ORDEN PÚBLICO,515.0,662.0,451.0,433.0,366.0,346.0,380.0,493.0,548.0,547.0,645.0,578.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,
    12. OTRAS INFRACCIONES PENALES,171.0,199.0,168.0,166.0,171.0,185.0,144.0,80.0,89.0,104.0,103.0,103.0,
    TOTAL INFRACCIONES PENALES,32760.0,28374.0,34286.0,32547.0,30528.0,30628.0,30739.0,32146.0,33997.0,37334.0,40769.0,41869.0,
Ceuta,
    1. CONTRA LAS PERSONAS,835.0,633.0,710.0,707.0,700.0,680.0,697.0,736.0,743.0,812.0,783.0,833.0,
    1.1.-Homicidios dolosos/asesinatos,12.0,7.0,20.0,2.0,8.0,14.0,7.0,15.0,17.0,11.0,11.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,2.0,4.0,1.0,1.0,4.0,1.0,6.0,2.0,0.0,4.0,1.0,
    1.2.-Lesiones,500.0,398.0,437.0,439.0,418.0,421.0,400.0,362.0,404.0,370.0,395.0,393.0,
    1.3.-Malos tratos ámbito familiar,317.0,224.0,250.0,264.0,263.0,242.0,190.0,153.0,110.0,118.0,54.0,71.0,
    1.4.-Otros contra las personas,6.0,4.0,3.0,2.0,11.0,3.0,100.0,206.0,212.0,313.0,323.0,364.0,
    2. CONTRA LA LIBERTAD,376.0,338.0,283.0,248.0,252.0,322.0,182.0,109.0,143.0,175.0,203.0,277.0,
    2.1.-Malos tratos habituales en el ámbito familiar,11.0,5.0,4.0,16.0,21.0,40.0,35.0,51.0,81.0,98.0,162.0,221.0,
    2.2.-Otros contra la libertad,365.0,333.0,279.0,232.0,231.0,282.0,147.0,58.0,62.0,77.0,41.0,56.0,
    3. LIBERTAD SEXUAL,47.0,37.0,23.0,50.0,25.0,39.0,17.0,10.0,16.0,15.0,13.0,18.0,
    3.1.-Agresión sexual,13.0,4.0,3.0,17.0,4.0,8.0,4.0,2.0,5.0,7.0,4.0,5.0,
    3.2.-Agresión sexual con penetración,4.0,2.0,2.0,5.0,5.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,
    3.3.-Corrupción de menores o incapacitados,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,
    3.4.-Pornografía de menores,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,
    3.5.-Otros contra la libertad e indemnidad sexual,28.0,29.0,18.0,26.0,15.0,24.0,9.0,7.0,9.0,8.0,8.0,7.0,
    4. RELACIONES FAMILIARES,17.0,16.0,31.0,28.0,28.0,43.0,42.0,57.0,55.0,74.0,39.0,31.0,
    5. PATRIMONIO,1800.0,1714.0,2159.0,2243.0,2132.0,2361.0,2723.0,2767.0,3046.0,3433.0,2860.0,3053.0,
    5.1.-Hurtos,434.0,471.0,819.0,864.0,810.0,950.0,1067.0,1193.0,1260.0,1243.0,1081.0,983.0,
    5.2.-Robos con fuerza en las cosas,189.0,198.0,241.0,313.0,455.0,346.0,621.0,455.0,615.0,667.0,479.0,723.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,106.0,90.0,154.0,186.0,347.0,223.0,465.0,315.0,397.0,385.0,281.0,497.0,
    5.2.2.-Robos con fuerza en viviendas,31.0,37.0,42.0,60.0,57.0,67.0,88.0,77.0,80.0,115.0,79.0,93.0,
    5.2.3.-Robos con fuerza en establecimientos,25.0,30.0,16.0,25.0,26.0,32.0,21.0,30.0,83.0,87.0,62.0,49.0,
    5.3.-Robos con violencia o intimidación,195.0,128.0,147.0,150.0,131.0,197.0,174.0,189.0,223.0,165.0,168.0,189.0,
    5.3.1.-Robos con violencia en vía pública,148.0,97.0,112.0,115.0,110.0,156.0,141.0,156.0,169.0,141.0,125.0,141.0,
